"resource_name","filename","extension","relative_path","full_path","size_bytes","modified","filename_hit","content_hits"
"vorp_lib","notify.lua","lua","[VORP]\vorp_lib\shared\notify.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lib\shared\notify.lua","17371","2026-07-06 21:46:42","False","8"
"vorp_lib","types.lua","lua","[VORP]\vorp_lib\types\types.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lib\types\types.lua","15873","2026-07-06 21:46:42","False","1"
"vorp_lib","three.module.js","js","[VORP]\vorp_lib\web\scripts\gizmo\vendor\three.module.js","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lib\web\scripts\gizmo\vendor\three.module.js","1198317","2026-07-06 21:46:42","False","906"
"vorp_lib","TransformControls.js","js","[VORP]\vorp_lib\web\scripts\gizmo\vendor\TransformControls.js","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lib\web\scripts\gizmo\vendor\TransformControls.js","40299","2026-07-06 21:46:42","False","11"
"vorp_lib","progressbar.js","js","[VORP]\vorp_lib\web\scripts\progressbar.js","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lib\web\scripts\progressbar.js","4046","2026-07-06 21:46:42","False","2"
"vorp_lootnpcs","config.lua","lua","[VORP]\vorp_lootnpcs\config.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lootnpcs\config.lua","2699","2026-07-26 07:55:50","False","4"
"vorp_lootnpcs","server.lua","lua","[VORP]\vorp_lootnpcs\server\server.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lootnpcs\server\server.lua","6157","2026-07-06 21:47:04","False","1"
"vorp_lumberjack","config.lua","lua","[VORP]\vorp_lumberjack\config.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lumberjack\config.lua","10063","2026-07-12 18:33:36","False","7"
"vorp_lumberjack","server.lua","lua","[VORP]\vorp_lumberjack\server\server.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_lumberjack\server\server.lua","5098","2026-07-06 21:47:16","False","1"
"vorp_mailbox","jquery.min.js","js","[VORP]\vorp_mailbox\html\jquery.min.js","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_mailbox\html\jquery.min.js","89501","2026-07-06 21:47:20","False","1"
"vorp_mailbox","server.lua","lua","[VORP]\vorp_mailbox\server\server.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_mailbox\server\server.lua","8087","2026-07-06 21:47:20","False","4"
"vorp_medic","main.lua","lua","[VORP]\vorp_medic\client\main.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_medic\client\main.lua","14368","2026-07-06 21:47:00","False","2"
"vorp_menu","main.lua","lua","[VORP]\vorp_menu\client\main.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_menu\client\main.lua","16860","2026-07-06 21:47:32","False","1"
"vorp_menu","app.js","js","[VORP]\vorp_menu\html\js\app.js","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_menu\html\js\app.js","110771","2026-07-06 21:47:32","False","4"
"vorp_menu","mustache.min.js","js","[VORP]\vorp_menu\html\js\mustache.min.js","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_menu\html\js\mustache.min.js","10705","2026-07-06 21:47:32","False","1"
"vorp_metabolism","useItemsActions.lua","lua","[VORP]\vorp_metabolism\client\useItemsActions.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_metabolism\client\useItemsActions.lua","9358","2026-07-06 21:47:30","True","0"
"vorp_metabolism","config.lua","lua","[VORP]\vorp_metabolism\config.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_metabolism\config.lua","30830","2026-07-26 10:45:02","False","1"
"vorp_mining","config.lua","lua","[VORP]\vorp_mining\config.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_mining\config.lua","13928","2026-07-06 21:47:14","False","8"
"vorp_mining","server.lua","lua","[VORP]\vorp_mining\server\server.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_mining\server\server.lua","5027","2026-07-06 21:47:14","False","1"
"vorp_outlaws","config.lua","lua","[VORP]\vorp_outlaws\config.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_outlaws\config.lua","5744","2026-07-06 21:47:18","False","1"
"vorp_paycheck","main.lua","lua","[VORP]\vorp_paycheck\server\main.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_paycheck\server\main.lua","5838","2026-07-06 21:47:04","False","15"
"vorp_police","main.lua","lua","[VORP]\vorp_police\client\main.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_police\client\main.lua","20243","2026-07-06 21:46:58","False","4"
"vorp_police","main.lua","lua","[VORP]\vorp_police\server\main.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_police\server\main.lua","31310","2026-07-06 21:46:58","False","8"
"vorp_stables","main.lua","lua","[VORP]\vorp_stables\Client\main.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stables\Client\main.lua","5319","2026-07-06 21:47:08","False","2"
"vorp_stables","index.js","js","[VORP]\vorp_stables\Migration\index.js","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stables\Migration\index.js","1674","2026-07-06 21:47:08","False","1"
"vorp_stables","main.lua","lua","[VORP]\vorp_stables\Server\main.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stables\Server\main.lua","15419","2026-07-06 21:47:08","False","17"
"vorp_stores","client.lua","lua","[VORP]\vorp_stores\client\client.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stores\client\client.lua","29824","2026-07-06 21:47:00","False","18"
"vorp_stores","server.lua","lua","[VORP]\vorp_stores\server\server.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stores\server\server.lua","14677","2026-07-06 21:47:00","False","32"
"vorp_stores","buyitemsCFG.lua","lua","[VORP]\vorp_stores\shared\buyitemsCFG.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stores\shared\buyitemsCFG.lua","203392","2026-07-06 21:47:00","True","36"
"vorp_stores","language.lua","lua","[VORP]\vorp_stores\shared\language.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stores\shared\language.lua","16358","2026-07-06 21:47:00","False","9"
"vorp_stores","sellitemsCFG.lua","lua","[VORP]\vorp_stores\shared\sellitemsCFG.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_stores\shared\sellitemsCFG.lua","254765","2026-07-06 21:47:00","True","36"
"vorp_utils","events.lua","lua","[VORP]\vorp_utils\client\data\events.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_utils\client\data\events.lua","72987","2026-07-06 21:47:32","False","18"
"vorp_utils","prompts.lua","lua","[VORP]\vorp_utils\client\services\prompts.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_utils\client\services\prompts.lua","5343","2026-07-06 21:47:32","False","17"
"vorp_walkanim","server.lua","lua","[VORP]\vorp_walkanim\server\server.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_walkanim\server\server.lua","930","2026-07-06 21:47:34","False","3"
"vorp_weaponsv2","client.lua","lua","[VORP]\vorp_weaponsv2\client\client.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\client\client.lua","80019","2026-07-06 21:47:02","False","41"
"vorp_weaponsv2","(french)language.lua","lua","[VORP]\vorp_weaponsv2\config\(french)language.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\config\(french)language.lua","3125","2026-07-06 21:47:02","False","14"
"vorp_weaponsv2","(german)language.lua","lua","[VORP]\vorp_weaponsv2\config\(german)language.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\config\(german)language.lua","3245","2026-07-06 21:47:02","False","4"
"vorp_weaponsv2","(italian)language.lua","lua","[VORP]\vorp_weaponsv2\config\(italian)language.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\config\(italian)language.lua","3245","2026-07-06 21:47:02","False","4"
"vorp_weaponsv2","ammo.lua","lua","[VORP]\vorp_weaponsv2\config\ammo.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\config\ammo.lua","40899","2026-07-06 21:47:02","True","288"
"vorp_weaponsv2","config.lua","lua","[VORP]\vorp_weaponsv2\config\config.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\config\config.lua","2363","2026-07-06 21:47:02","False","4"
"vorp_weaponsv2","language.lua","lua","[VORP]\vorp_weaponsv2\config\language.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\config\language.lua","3090","2026-07-06 21:47:02","False","25"
"vorp_weaponsv2","weapons.lua","lua","[VORP]\vorp_weaponsv2\config\weapons.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\config\weapons.lua","27080","2026-07-06 21:47:02","True","242"
"vorp_weaponsv2","fxmanifest.lua","lua","[VORP]\vorp_weaponsv2\fxmanifest.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\fxmanifest.lua","718","2026-07-06 21:47:02","False","1"
"vorp_weaponsv2","server.lua","lua","[VORP]\vorp_weaponsv2\server\server.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\server\server.lua","7278","2026-07-06 21:47:02","False","17"
"vorp_weaponsv2","weapons.sql","sql","[VORP]\vorp_weaponsv2\weapons.sql","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_weaponsv2\weapons.sql","6660","2026-07-06 21:47:02","True","0"
"vorp_wildhorse","config.lua","lua","[VORP]\vorp_wildhorse\config.lua","H:\games\pc\RedMServer\server-data\resources\[VORP]\vorp_wildhorse\config.lua","13520","2026-07-06 21:47:04","False","1"
"weathersync","config.lua","lua","[standalone]\weathersync\config.lua","H:\games\pc\RedMServer\server-data\resources\[standalone]\weathersync\config.lua","5151","2026-07-06 21:47:38","False","1"
