"type","id","title","description","recipe_type","item_type","category","ingredients","rewards","recipes_used_in","recipes_created_by","keywords","wiki_path"
"item","coyotetaxi","Coyote Taxidermy","A taxidermy mount of a coyote.",,"","","","","","","coyote; coyotetaxi; mount; of; taxidermy","items/coyotetaxi.md"
"item","coyotef","Coyote tooth","A sharp tooth from a coyote.",,"","","","","","","coyote; coyotef; from; sharp; tooth","items/coyotef.md"
"item","crab_c","Crab","A crab with a hard shell.",,"","","","","","","crab; hard; shell; with","items/crab_c.md"
"item","crabbutter","Crab Butter","Butter made from crab. Delicious on toast.",,"","","","","","","butter; crab; crabbutter; delicious; from; made; on; toast","items/crabbutter.md"
"item","crablegs","Crab Legs","Legs from a crab.",,"","","","","","","crab; crablegs; from; legs","items/crablegs.md"
"item","crafting_fire","Crafting Fire","A fire used for crafting.",,"","","","","","","crafting; fire; for; used","items/crafting_fire.md"
"item","craftingfire","Crafting Fire","A fire used for crafting.",,"","","","","","","crafting; craftingfire; fire; for; used","items/craftingfire.md"
"item","darub","Crane beak","A long and slender beak from a crane.",,"","","","","","","and; beak; crane; darub; from; long; slender","items/darub.md"
"item","daruf","Crane feather","A beautiful feather from a crane.",,"","","","","","","beautiful; crane; daruf; feather; from","items/daruf.md"
"item","animal_crawfish","Crawfish","A small freshwater crustacean.",,"","","","","","","animal; crawfish; crustacean; freshwater; small","items/animal_crawfish.md"
"item","crawfish_c","Crawfish","A small freshwater crustacean.",,"","","","","","","crawfish; crustacean; freshwater; small","items/crawfish_c.md"
"item","p_crawdad01x","Crawfish Bait","A freshwater bait made from crawfish, used to catch larger predatory fish.",,"","","","","","","bait; catch; crawdad01x; crawfish; fish; freshwater; from; larger; made; predatory; to; used","items/p_crawdad01x.md"
"item","p_finishdcrawd01x","Crawfish Lure","A lure that mimics the movement of a crawfish, enticing larger predatory fish.",,"","","","","","","crawfish; enticing; finishdcrawd01x; fish; larger; lure; mimics; movement; of; predatory; that; the","items/p_finishdcrawd01x.md"
"item","Creekplum","Creekplum","A small and juicy creekplum.",,"","","","","","","and; creekplum; juicy; small","items/creekplum.md"
"item","Creekplum_Seed","Creekplum Seed","Seeds for growing creekplums.",,"","","","","","","creekplum; creekplums; for; growing; seed; seeds","items/creekplum_seed.md"
"item","Creeking_Thyme","Creeping Thyme","A fragrant herb with small purple flowers.",,"","","","","","","creeking; creeping; flowers; fragrant; herb; purple; small; thyme; with","items/creeking_thyme.md"
"item","Creeking_Thyme_Seed","Creeping Thyme Seed","Seeds for growing creeping thyme.",,"","","","","","","creeking; creeping; for; growing; seed; seeds; thyme","items/creeking_thyme_seed.md"
"item","p_baitCricket01x","Cricket Bait","A lively bait made from crickets, effective for attracting larger fish.",,"","","","","","","attracting; bait; baitcricket01x; cricket; crickets; effective; fish; for; from; larger; lively; made","items/p_baitcricket01x.md"
"item","crow_c","Crow","A black-feathered bird with a sharp beak.",,"","","","","","","beak; bird; black; crow; feathered; sharp; with","items/crow_c.md"
"item","Crows_Garlic","Crows Garlic","A pungent garlic with black bulbs.",,"","","","","","","black; bulbs; crows; garlic; pungent; with","items/crows_garlic.md"
"item","Crows_Garlic_Seed","Crows Garlic Seed","Seeds for growing crows garlic.",,"","","","","","","crows; for; garlic; growing; seed; seeds","items/crows_garlic_seed.md"
"item","provision_arrowhead_crude","Crude Arrowhead","A clumsily made flint arrowhead, blunt from age.",,"","","","","","","age; arrowhead; blunt; clumsily; crude; flint; from; made; provision","items/provision_arrowhead_crude.md"
"item","consumable_crumbcake","Crumb Cake","A delicious crumb cake.",,"","","","","","","cake; consumable; crumb; crumbcake; delicious","items/consumable_crumbcake.md"
"item","collector_fossil_trilobite_crypto","Cryptolithus Trilobite Fossil","A small, uncommon trilobite fossil. Good condition.",,"","","","","","","collector; condition; crypto; cryptolithus; fossil; good; small; trilobite; uncommon","items/collector_fossil_trilobite_crypto.md"
"item","consumable_cupcake","Cupcake","A delicious cupcake.",,"","","","","","","consumable; cupcake; delicious","items/consumable_cupcake.md"
"item","provision_jewelry_topaz_necklace","Dane Topaz Necklace","A precious platinum chain necklace with a small drop of topaz.",,"","","","","","","chain; dane; drop; jewelry; necklace; of; platinum; precious; provision; small; topaz; with","items/provision_jewelry_topaz_necklace.md"
"item","dbcandle","Dbl Candle","A double-sided candle with two wicks.",,"","","","","","","candle; dbcandle; dbl; double; sided; two; wicks; with","items/dbcandle.md"
"item","decortent1","Decor Tent 1 Set","A decorative tent set with unique patterns.",,"","","","","","","decor; decorative; decortent1; patterns; set; tent; unique; with","items/decortent1.md"
"item","decortent2","Decor Tent 2 Set","A decorative tent set with unique patterns.",,"","","","","","","decor; decorative; decortent2; patterns; set; tent; unique; with","items/decortent2.md"
"item","decortent3","Decor Tent 3 Set","A decorative tent set with unique patterns.",,"","","","","","","decor; decorative; decortent3; patterns; set; tent; unique; with","items/decortent3.md"
"item","deerheart","Deer heart","The heart of a deer.",,"","","","","","","deer; deerheart; heart; of; the","items/deerheart.md"
"item","deer_pelt","Deer Pelt","The soft and warm pelt of a deer.",,"","","","","","","and; deer; of; pelt; soft; the; warm","items/deer_pelt.md"
"item","deerpelt","Deer pelt","The soft and warm pelt of a deer.",,"","","","","","","and; deer; deerpelt; of; pelt; soft; the; warm","items/deerpelt.md"
"item","deerskin","Deer skin","The skin of a deer.",,"","","","","","","deer; deerskin; of; skin; the","items/deerskin.md"
"item","deer_taxidermy","Deer Taxidermy","A taxidermy mount of a deer.",,"","","","","","","deer; mount; of; taxidermy","items/deer_taxidermy.md"
"item","deertaxi","Deer Taxidermy","A taxidermy mount of a deer.",,"","","","","","","deer; deertaxi; mount; of; taxidermy","items/deertaxi.md"
"item","dleguans","Desert Iguana pelt","The skin of a Desert Iguana, commonly used for crafting and trading.",,"","","","","","","and; commonly; crafting; desert; dleguans; for; iguana; of; pelt; skin; the; trading; used","items/dleguans.md"
"item","Desert_Sage","Desert Sage","A bundle of Desert Sage used for crafting and medicinal purposes.",,"","","","","","","and; bundle; crafting; desert; for; medicinal; of; purposes; sage; used","items/desert_sage.md"
"item","Desert_Sage_Seed","Desert Sage Seed","A seed of Desert Sage that can be planted to grow Desert Sage plants.",,"","","","","","","be; can; desert; grow; of; planted; plants; sage; seed; that; to","items/desert_sage_seed.md"
"item","toaddesert_c","Desert Toad","A toad found in the desert.",,"","","","","","","desert; found; in; the; toad; toaddesert","items/toaddesert_c.md"
"item","diamond","Diamond","A precious gemstone known for its brilliance and value.",,"","","","","","","and; brilliance; diamond; for; gemstone; its; known; precious; value","items/diamond.md"
"item","provision_diamond_ring","Diamond Ring","A beautiful diamond ring.",,"","","","","","","beautiful; diamond; provision; ring","items/provision_diamond_ring.md"
"item","wateringcan_dirtywater","Dirty Watering Jug","A watering jug filled with dirty water.",,"","","","","","","dirty; dirtywater; filled; jug; water; watering; wateringcan; with","items/wateringcan_dirtywater.md"
"item","pot","Distillery Pot","A large pot used in the distillation process for making alcohol.",,"","","","","","","alcohol; distillation; distillery; for; in; large; making; pot; process; the; used","items/pot.md"
"item","Feed_For_Dog","Dog Food","Nutritious food specifically formulated for dogs.",,"","","","","","","dog; dogs; feed; food; for; formulated; nutritious; specifically","items/feed_for_dog.md"
"item","provision_dog_tag","Dog Tag","A dog tag. Possibly from a soldier.",,"","","","","","","dog; from; possibly; provision; soldier; tag","items/provision_dog_tag.md"
"item","consumable_donut","Donut","A tasty donut.",,"","","","","","","consumable; donut; tasty","items/consumable_donut.md"
"item","p_finishedragonfly01x","Dragonfly Lure","A realistic dragonfly lure designed to mimic flying insects, perfect for catching surface-feeding fish.",,"","","","","","","catching; designed; dragonfly; feeding; finishedragonfly01x; fish; flying; for; insects; lure; mimic; perfect; realistic; surface; to","items/p_finishedragonfly01x.md"
"item","provision_ro_flower_dragons","Dragons Orchid","Dragons Mouth Orchids can be recognized by their wild purple flowers which are said to resemble a dragon. The general size of this type of orchid is around six inches.",,"","","","","","","are; around; be; by; can; dragon; dragons; flower; flowers; general; inches; is; mouth; of; orchid; orchids; provision; purple; recognized; resemble; ro; said; six; size; the; their; this; to; type; which; wild","items/provision_ro_flower_dragons.md"
"item","dreamcatcher","Dream Catcher","A traditional Native American ornament believed to filter out bad dreams and let only good dreams pass through.",,"","","","","","","american; and; bad; believed; catcher; dream; dreamcatcher; dreams; filter; good; let; native; only; ornament; out; pass; through; to; traditional","items/dreamcatcher.md"
"item","consumable_bluegil","Dried Bluegil","A dried Bluegil fish.",,"","","","","","","bluegil; consumable; dried; fish","items/consumable_bluegil.md"
"item","consumable_salmon","Dried Salmon","A dried and preserved salmon.",,"","","","","","","and; consumable; dried; preserved; salmon","items/consumable_salmon.md"
"item","provision_jewelry_emerald_earring","Duchess Emerald Earrings","A famous set of oval cut emeralds fashioned into earrings.",,"","","","","","","cut; duchess; earring; earrings; emerald; emeralds; famous; fashioned; into; jewelry; of; oval; provision; set","items/provision_jewelry_emerald_earring.md"
"item","Duck_Egg","Duck Egg","An egg laid by a duck, often used in various culinary preparations.",,"","","","","","","an; by; culinary; duck; egg; in; laid; often; preparations; used; various","items/duck_egg.md"
"item","duckfat","Duck fat","The rendered fat from a duck, commonly used in cooking and baking.",,"","","","","","","and; baking; commonly; cooking; duck; duckfat; fat; from; in; rendered; the; used","items/duckfat.md"
"item","provision_jewelry_pearl_bracelet","Durant Pearl Bracelet","An intricate link bracelet with natural pearls and gold filigree.",,"","","","","","","an; and; bracelet; durant; filigree; gold; intricate; jewelry; link; natural; pearl; pearls; provision; with","items/provision_jewelry_pearl_bracelet.md"
"item","ammodynamite","Dynamite Ammo","An explosive device with a short fuse, capable of causing significant damage.",,"","","","","","","ammo; ammodynamite; an; capable; causing; damage; device; dynamite; explosive; fuse; of; short; significant; with","items/ammodynamite.md"
"item","eaglet","Eagle claws","The sharp claws of an eagle, sometimes collected as a trophy or used in traditional medicine.",,"","","","","","","an; as; claws; collected; eagle; eaglet; in; medicine; of; or; sharp; sometimes; the; traditional; trophy; used","items/eaglet.md"
"item","eaglef","Eagle feather","A feather obtained from an eagle, often used for decorative purposes and in crafting.",,"","","","","","","an; and; crafting; decorative; eagle; eaglef; feather; for; from; in; obtained; often; purposes; used","items/eaglef.md"
"item","provision_hrlm_brush_ebony","Ebony Hairbrush","A delicate and finely crafted ebony brush.",,"","","","","","","and; brush; crafted; delicate; ebony; finely; hairbrush; hrlm; provision","items/provision_hrlm_brush_ebony.md"
"item","provision_hrlm_hairpin_ebony","Ebony Hairpin","A exquisite ebony hairpin.",,"","","","","","","ebony; exquisite; hairpin; hrlm; provision","items/provision_hrlm_hairpin_ebony.md"
"item","consumable_veggies","Edible Veggies","A mix of various edible vegetables.",,"","","","","","","consumable; edible; mix; of; various; vegetables; veggies","items/consumable_veggies.md"
"item","egg","Egg","A small oval object laid by a female bird, reptile, or fish, containing a fertilized embryo and nutrients for development.",,"","","","","","","and; bird; by; containing; development; egg; embryo; female; fertilized; fish; for; laid; nutrients; object; or; oval; reptile; small","items/egg.md"
"item","eggs","Egg","Various types of eggs collected from different animals, often used in cooking and crafting.",,"","","","","apple_pie; blueberry_pie; breakfast; steak_n_eggs","","and; animals; apple; applepie; blueberry; blueberrypie; breakfast; collected; consumable; cooking; crafting; different; egg; eggs; from; in; of; often; pie; steak; steakeggs; types; used; various","items/eggs.md"
"item","ammoelephant","Elephant Rifle Ammo","Ammunition specifically designed for powerful elephant rifles, providing superior stopping power.",,"","","","","","","ammo; ammoelephant; ammunition; designed; elephant; for; power; powerful; providing; rifle; rifles; specifically; stopping; superior","items/ammoelephant.md"
"item","elkantler","Elk antler","A large branched horn-like appendage grown by male elks.",,"","","","","","","antler; appendage; branched; by; elk; elkantler; elks; grown; horn; large; like; male","items/elkantler.md"
"item","elks","Elk pelt","A high-quality pelt obtained from an elk.",,"","","","","","","an; elk; elks; from; high; obtained; pelt; quality","items/elks.md"
"item","provision_jewelry_carved_bracelet","Elliston Carved Bracelet","A solid gold bracelet with elegant etching.",,"","","","","","","bracelet; carved; elegant; elliston; etching; gold; jewelry; provision; solid; with","items/provision_jewelry_carved_bracelet.md"
"item","emerald","Emerald","A precious green gemstone with a sparkling appearance.",,"","","","","","","appearance; emerald; gemstone; green; precious; sparkling; with","items/emerald.md"
"item","provision_jewelry_coral_dngl_earring","Emmeline Coral Earrings","Drop hook earrings of polished pink coral set in gold.",,"","","","","","","coral; dngl; drop; earring; earrings; emmeline; gold; hook; in; jewelry; of; pink; polished; provision; set","items/provision_jewelry_coral_dngl_earring.md"
"item","empty_bottle","Empty Bottle","Empty Bottle",,"","","","","","","bottle; empty","items/empty_bottle.md"
"item","wateringcan_empty","Empty Watering Jug","An empty watering jug.",,"","","","","","","an; empty; jug; watering; wateringcan","items/wateringcan_empty.md"
"item","provision_jewelry_wht_dmnd_earring","Endicott Diamond Earrings","Exquisite pendant earrings with old mine cut diamonds.",,"","","","","","","cut; diamond; diamonds; dmnd; earring; earrings; endicott; exquisite; jewelry; mine; old; pendant; provision; wht; with","items/provision_jewelry_wht_dmnd_earring.md"
"item","English_Mace","English Mace","A type of spice commonly used in cooking and herbal medicine.",,"","","","","","","and; commonly; cooking; english; herbal; in; mace; medicine; of; spice; type; used","items/english_mace.md"
"item","English_Mace_Seed","English Mace Seed","Seeds that can be planted to grow English Mace plants.",,"","","","","","","be; can; english; grow; mace; planted; plants; seed; seeds; that; to","items/english_mace_seed.md"
"item","consumable_herb_evergreen_huckleberry","Evergreen Huckleberry","Plump and juicy Evergreen Huckleberries.",,"","","","","","","and; consumable; evergreen; herb; huckleberries; huckleberry; juicy; plump","items/consumable_herb_evergreen_huckleberry.md"
"item","Evergreen_Huckleberry","Evergreen Huckleberry","A small, dark purple berry known for its tart and sweet flavor.",,"","","","","","","and; berry; dark; evergreen; flavor; for; huckleberry; its; known; purple; small; sweet; tart","items/evergreen_huckleberry.md"
"item","Evergreen_Huckleberry_Seed","Evergreen Huckleberry Seed","Seeds that can be planted to grow Evergreen Huckleberry bushes.",,"","","","","","","be; bushes; can; evergreen; grow; huckleberry; planted; seed; seeds; that; to","items/evergreen_huckleberry_seed.md"
"item","rajahdysoljy","Explosive Oil","An explosive oil used for various purposes, such as creating dynamite and explosives.",,"","","","","","","an; and; as; creating; dynamite; explosive; explosives; for; oil; purposes; rajahdysoljy; such; used; various","items/rajahdysoljy.md"
"item","fan","Fan","A handheld device with flat blades used to create a breeze or provide cooling.",,"","","","","","","blades; breeze; cooling; create; device; fan; flat; handheld; or; provide; to; used; with","items/fan.md"
"item","fancydouble","Fancy Double","A stylish and well-crafted double-barreled firearm.",,"","","","","","","and; barreled; crafted; double; fancy; fancydouble; firearm; stylish; well","items/fancydouble.md"
"item","Feather","Feather","A lightweight and delicate feather, often used for decorative purposes.",,"","","","","","","and; decorative; delicate; feather; for; lightweight; often; purposes; used","items/feather.md"
"item","provision_arrowhead_feldspar","Feldspar Arrowhead","A mysterious arrowhead made from some sort of feldspar.",,"","","","","","","arrowhead; feldspar; from; made; mysterious; of; provision; some; sort","items/provision_arrowhead_feldspar.md"
"item","provision_disco_fertility_statue","Fertility Statue","A statue that apparently possesses the power to grant fertility.",,"","","","","","","apparently; disco; fertility; grant; possesses; power; provision; statue; that; the; to","items/provision_disco_fertility_statue.md"
"item","fertilizer","Fertilizer","A substance used to enrich soil and promote plant growth.",,"","","","","","","and; enrich; fertilizer; growth; plant; promote; soil; substance; to; used","items/fertilizer.md"
"item","fertilizeregg","Fertilizer with Eggs","Fertilizer enriched with nutrients from various eggs, providing excellent nourishment for plants.",,"","","","","","","eggs; enriched; excellent; fertilizer; fertilizeregg; for; from; nourishment; nutrients; plants; providing; various; with","items/fertilizeregg.md"
"item","fertilizerpro","Fertilizer with Produce","Fertilizer containing organic matter from fresh produce, enhancing soil fertility and plant health.",,"","","","","","","and; containing; enhancing; fertility; fertilizer; fertilizerpro; fresh; from; health; matter; organic; plant; produce; soil; with","items/fertilizerpro.md"
"item","fertilizerpulpsap","Fertilizer with Pulp/Sap","Fertilizer enriched with natural pulp or sap, promoting robust growth and vitality in plants.",,"","","","","","","and; enriched; fertilizer; fertilizerpulpsap; growth; in; natural; or; plants; promoting; pulp; robust; sap; vitality; with","items/fertilizerpulpsap.md"
"item","fertilizersn","Fertilizer with Snake","Fertilizer enriched with beneficial nutrients extracted from snakes, promoting vigorous growth in plants.",,"","","","","","","beneficial; enriched; extracted; fertilizer; fertilizersn; from; growth; in; nutrients; plants; promoting; snake; snakes; vigorous; with","items/fertilizersn.md"
"item","fertilizersw","Fertilizer with Soft Wood","Fertilizer blended with fine particles of softwood, enriching the soil with organic matter and enhancing plant development.",,"","","","","","","and; blended; development; enhancing; enriching; fertilizer; fertilizersw; fine; matter; of; organic; particles; plant; soft; softwood; soil; the; with; wood","items/fertilizersw.md"
"item","fertilizersq","Fertilizer with Squirrel","Fertilizer infused with nutrients derived from squirrels, providing essential elements for plant nourishment and vitality.",,"","","","","","","and; derived; elements; essential; fertilizer; fertilizersq; for; from; infused; nourishment; nutrients; plant; providing; squirrel; squirrels; vitality; with","items/fertilizersq.md"
"item","fertilizerwoj","Fertilizer with Wojape","Fertilizer infused with the essence of Wojape, a rare and powerful herb known for its profound effects on plant growth.",,"","","","","","","and; effects; essence; fertilizer; fertilizerwoj; for; growth; herb; infused; its; known; of; on; plant; powerful; profound; rare; the; with; wojape","items/fertilizerwoj.md"
"item","fibers","Fibers","Fine threads or filaments extracted from plants or animals, often used for crafting or weaving.",,"","","","","bow; cigar; cigarette; rope","","animals; bow; cigar; cigarette; crafting; extracted; fibers; filaments; fine; for; from; often; or; plants; rope; threads; used; weaving","items/fibers.md"
"item","fish","Fish","A aquatic creature with fins and scales, commonly caught for food or sport.",,"","","","","","","and; aquatic; caught; commonly; creature; fins; fish; food; for; or; scales; sport; with","items/fish.md"
"item","fishchips","Fish and Chips","A classic dish consisting of fried fish fillets and potato chips, often served with tartar sauce.",,"","","","","","","and; chips; classic; consisting; dish; fillets; fish; fishchips; fried; of; often; potato; sauce; served; tartar; with","items/fishchips.md"
"item","p_FinisdFishlure01x","Fish Lure","A versatile fish lure designed to attract a variety of freshwater species.",,"","","","","","","attract; designed; finisdfishlure01x; fish; freshwater; lure; of; species; to; variety; versatile","items/p_finisdfishlure01x.md"
"item","fishbait","Fishbait","A substance or lure used to attract fish, increasing the chances of a successful catch.",,"","","","","","","attract; catch; chances; fish; fishbait; increasing; lure; of; or; substance; successful; the; to; used","items/fishbait.md"
"item","provision_arrowhead_granite","Flint Arrowhead","A strong arrowhead made of flint.",,"","","","","","","arrowhead; flint; granite; made; of; provision; strong","items/provision_arrowhead_granite.md"
"item","flour","Flour","Ground up wheat used for cooking and baking.",,"","","","","apple_pie; blueberry_pie","","and; apple; applepie; baking; blueberry; blueberrypie; consumable; cooking; flour; for; ground; pie; up; used; wheat","items/flour.md"
"item","floursack","Flour Sack","A sack of flour.",,"","","","","","","flour; floursack; of; sack","items/floursack.md"
"item","flowerboxes","Flower Boxes","Containers or receptacles designed to hold and display blooming flowers, adding beauty and charm to any setting.",,"","","","","","","adding; and; any; beauty; blooming; boxes; charm; containers; designed; display; flower; flowerboxes; flowers; hold; or; receptacles; setting; to","items/flowerboxes.md"
"item","undertaker2","Flower Coffin","A coffin decorated with flowers.",,"","","","","","","coffin; decorated; flower; flowers; undertaker2; with","items/undertaker2.md"
"item","provision_disco_fluorite","Fluorite","The mineral form of calcium fluoride.",,"","","","","","","calcium; disco; fluoride; fluorite; form; mineral; of; provision; the","items/provision_disco_fluorite.md"
"item","food_barrel","Food Barrel","A large barrel specifically designed for storing and transporting food, ideal for provisioning during long journeys or expeditions.",,"","","","","","","and; barrel; designed; during; expeditions; food; for; ideal; journeys; large; long; or; provisioning; specifically; storing; transporting","items/food_barrel.md"
"item","foodbarrel","Food Barrel","A sturdy barrel used for storing and preserving food items, keeping them fresh and safe from pests.",,"","","","","","","and; barrel; food; foodbarrel; for; fresh; from; items; keeping; pests; preserving; safe; storing; sturdy; them; used","items/foodbarrel.md"
"item","foxt","Fox tooth","A tooth extracted from a fox.",,"","","","","","","extracted; fox; foxt; from; tooth","items/foxt.md"
"item","foxskin","Foxskin","The skin of a fox.",,"","","","","","","fox; foxskin; of; skin; the","items/foxskin.md"
"item","salamelle","Fresh Pork ","Fresh pork salamelle",,"","","","","","","fresh; pork; salamelle","items/salamelle.md"
"item","friedtater","Fried Taters","Crispy and delicious fried potatoes.",,"","","","","","","and; crispy; delicious; fried; friedtater; potatoes; taters","items/friedtater.md"
"item","frogbull_c","Frogbull","A small creature found near water bodies.",,"","","","","","","bodies; creature; found; frogbull; near; small; water","items/frogbull_c.md"
"item","collector_fossil_tooth_trex","Front Tooth Fossil","A rare fossilized front tooth, perhaps belonging to the recently discovered Manospondylus Gigas. Highly prized.",,"","","","","","","belonging; collector; discovered; fossil; fossilized; front; gigas; highly; manospondylus; perhaps; prized; rare; recently; the; to; tooth; trex","items/collector_fossil_tooth_trex.md"
"item","consumable_fruitsalad","Fruit Salad","A refreshing fruit salad.",,"","","","","","","consumable; fruit; fruitsalad; refreshing; salad","items/consumable_fruitsalad.md"
"item","game","Game Meat","Fresh meat obtained from hunting animals.",,"","","","","","","animals; fresh; from; game; hunting; meat; obtained","items/game.md"
"item","Gamey_Meat","Gamey Meat","A type of meat with a distinct gamey flavor.",,"","","","","","","distinct; flavor; gamey; meat; of; type; with","items/gamey_meat.md"
"item","hoe","Garden Hoe","A gardening tool with a thin metal blade.",,"","","","","","","blade; garden; gardening; hoe; metal; thin; tool; with","items/hoe.md"
"item","provision_ro_flower_ghost","Ghost Orchid","The Ghost Orchid is named after the white to pale pink flowers that can be seen in shaded habitats. This small orchid grows in shaded areas, such as woodlands, and under leaves and soil, with only the flower appearing above ground.",,"","","","","","","above; after; and; appearing; areas; as; be; can; flower; flowers; ghost; ground; grows; habitats; in; is; leaves; named; only; orchid; pale; pink; provision; ro; seen; shaded; small; soil; such; that; the; this; to; under; white; with; woodlands","items/provision_ro_flower_ghost.md"
"item","tropicalPunchMash","Ginseng Mash","A mash made from ginseng.",,"","","","","","","from; ginseng; made; mash; tropicalpunchmash","items/tropicalpunchmash.md"
"item","tropicalPunchMoonshine","Ginseng Moonshine","Moonshine infused with ginseng.",,"","","","","","","ginseng; infused; moonshine; tropicalpunchmoonshine; with","items/tropicalpunchmoonshine.md"
"item","ginsengtea","Ginseng Tea","A soothing tea made from ginseng roots.",,"","","","","","","from; ginseng; ginsengtea; made; roots; soothing; tea","items/ginsengtea.md"
"item","glassbottle","Glass Bottle","A transparent bottle made of glass.",,"","","","","","","bottle; glass; glassbottle; made; of; transparent","items/glassbottle.md"
"item","glasseye","Glass Eye","A glass eye. Probably lost in a bar fight.",,"","","","","","","bar; eye; fight; glass; glasseye; in; lost; probably","items/glasseye.md"
"item","provision_hrlm_brush_goathair","Goat Hair Brush","A exquisite hand crafted goat hair brush.",,"","","","","","","brush; crafted; exquisite; goat; goathair; hair; hand; hrlm; provision","items/provision_hrlm_brush_goathair.md"
"item","goathead","Goat head","The severed head of a goat.",,"","","","","","","goat; goathead; head; of; severed; the","items/goathead.md"
"item","goats","Goat pelt","The skin of a goat.",,"","","","","","","goat; goats; of; pelt; skin; the","items/goats.md"
"item","provision_bracelet_gold","Gold Bracelet","A gold bracelet.",,"","","","","","","bracelet; gold; provision","items/provision_bracelet_gold.md"
"item","provision_buckle_gold","Gold Buckle","A gold belt buckle.",,"","","","","","","belt; buckle; gold; provision","items/provision_buckle_gold.md"
"item","provision_earring_gold","Gold Earring","A gold earring.",,"","","","","","","earring; gold; provision","items/provision_earring_gold.md"
"item","goldfish","Gold Fish","A shimmering gold-colored fish.",,"","","","","","","colored; fish; gold; goldfish; shimmering","items/goldfish.md"
"item","gold_nugget","Gold nugget","A nugget of pure gold.",,"","","","","refined_gold_ore","","gold; nugget; of; ore; pure; refined","items/gold_nugget.md"
"item","goldpan","Gold pan","A shallow pan used for gold panning.",,"","","","","","","for; gold; goldpan; pan; panning; shallow; used","items/goldpan.md"
"item","gold_panning_license","Gold Panning License","A license to pan gold.",,"","","","","","","gold; license; pan; panning; to","items/gold_panning_license.md"
"item","goldring","Gold Ring","A ring made of solid gold.",,"","","","","","","gold; goldring; made; of; ring; solid","items/goldring.md"
"item","goldbar","GoldBar","A bar made of solid gold.",,"","","","","","","bar; gold; goldbar; made; of; solid","items/goldbar.md"
"item","Golden_Currant","Golden Currant","A type of golden-colored currant.",,"","","","","","","colored; currant; golden; of; type","items/golden_currant.md"
"item","Golden_Currant_Seed","Golden Currant Seed","A seed that can be planted to grow golden currants.",,"","","","","","","be; can; currant; currants; golden; grow; planted; seed; that; to","items/golden_currant_seed.md"
"item","sparrow2_c","Golden Sparrow","A golden sparrow",,"","","","","","","golden; sparrow; sparrow2","items/sparrow2_c.md"
"item","gooseb","Goose beak","The beak of a goose.",,"","","","","","","beak; goose; gooseb; of; the","items/gooseb.md"
"item","Goose_Egg_4","Goose Egg","An egg laid by a goose.",,"","","","","","","an; by; egg; goose; laid","items/goose_egg_4.md"
"item","goosef","Goose feather","A feather obtained from a goose.",,"","","","","","","feather; from; goose; goosef; obtained","items/goosef.md"
"item","provision_jewelry_gld_pendt_necklace","Gosselin White Gold Necklace","A lavalier style white gold necklace with a series of small diamonds.",,"","","","","","","diamonds; gld; gold; gosselin; jewelry; lavalier; necklace; of; pendt; provision; series; small; style; white; with","items/provision_jewelry_gld_pendt_necklace.md"
"item","grainmill","Grain Mill","A hand-held Grain Mill for grinding grain.",,"","","","","","","for; grain; grainmill; grinding; hand; held; mill","items/grainmill.md"
"item","consumable_grapejelly","Grape Jelly","Grape flavored jelly.",,"","","","","","","consumable; flavored; grape; grapejelly; jelly","items/consumable_grapejelly.md"
"item","grapes","Grapes","A tasty fruit that grows in clusters. Often used to make wine.",,"","","","","","","clusters; fruit; grapes; grows; in; make; often; tasty; that; to; used; wine","items/grapes.md"
"item","squirrel_grey_c","Gray Squirrel","A gray squirrel",,"","","","","","","gray; grey; squirrel","items/squirrel_grey_c.md"
"item","kbirdb","Great Blue Heron Beak","The beak of a Great Blue Heron, known for its long and slender shape.",,"","","","","","","and; beak; blue; for; great; heron; its; kbirdb; known; long; of; shape; slender; the","items/kbirdb.md"
"item","kbirdf","Great Blue Heron Feather","A feather obtained from a Great Blue Heron, valued for its beauty and softness.",,"","","","","","","and; beauty; blue; feather; for; from; great; heron; its; kbirdf; obtained; softness; valued","items/kbirdf.md"
"item","provision_jewelry_sphr_bngle_bracelet","Greco Sapphire Bracelet","A delicate gold bracelet with three small sapphires.",,"","","","","","","bngle; bracelet; delicate; gold; greco; jewelry; provision; sapphire; sapphires; small; sphr; three; with","items/provision_jewelry_sphr_bngle_bracelet.md"
"item","gleguans","Green Iguana pelt","The skin of a green iguana.",,"","","","","","","gleguans; green; iguana; of; pelt; skin; the","items/gleguans.md"
"item","grinder","Grinder","Used to crush up and grind herbs and plants.",,"","","","","","","and; crush; grind; grinder; herbs; plants; to; up; used","items/grinder.md"
"item","gbears","Grizzly Bear skin","The skin of a grizzly bear.",,"","","","","","","bear; gbears; grizzly; of; skin; the","items/gbears.md"
"item","gbarrelx","Gun Barrel","A part used in firearm manufacturing.",,"","","","","","","barrel; firearm; gbarrelx; gun; in; manufacturing; part; used","items/gbarrelx.md"
"item","gun_barrel","Gun Barrel","A cylindrical barrel used in firearm construction.",,"","","","","","","barrel; construction; cylindrical; firearm; gun; in; used","items/gun_barrel.md"
"item","gypsywagon","Gypsys Wagon Set","A set of items related to a gypsy wagon.",,"","","","","","","gypsy; gypsys; gypsywagon; items; of; related; set; to; wagon","items/gypsywagon.md"
"item","hairpomade","Hair Pomade","A grooming product for styling hair.",,"","","","","","","for; grooming; hair; hairpomade; pomade; product; styling","items/hairpomade.md"
